"Rec_id","Zast_id","Name_short","Zkratka","Typ","Sloupky","Zapsano"
"31074012354",8100,"ROV 557-Vltavská","Vlt",,"01=0810M,",0
"31074012355",8110,"ROV 574-Palmovka","Plm",,"01=0811M,",0
"31074012356",8120,"ROV 540-Minská","Min",,"01=0812M,",0
"31074012357",8130,"ROV 615-Výtoň","Výt",,"01=0813M,",0
"31074012358",8140,"ROV 632-Vápenka","Váp",,"01=0814M,",0
"31074012359",8150,"ROV 650-Váp smč","Váp",,"01=0815M,",0
"31074012360",8160,"ROV 564-Harfa","Har",,"01=0816M,",0
"31074012361",8170,"ROV 552-Florenc","Flc",,"01=0817M,",0
"31074012362",8180,"ROV 603-Hlc smč","Hlc",,"01=0818M,",0
"31074012363",8190,"ROV 602-Hlc dc","Hlc",,"01=0819M,",0
"31074012364",8200,"ROV 565-Harfa o.","Hao",,"01=0820M,",0
"31074012365",8210,"ROV 505-#Sm dc","Smn",,"01=0821M,",0
"31074012366",8220,"ROV 688-Podbaba","Pod",,"01=0822M,",0
"31074012367",8230,"ROV 640-Klárov","Klr",,"01=0823M,",0
"31074012368",8240,"ROV 527-Č.most","Klr",,"01=0824M,",0
"31074012369",8250,"ROV 507-Sm# výj","Smn",,"01=0825M,",0
"31074012370",8260,"ROV 639-Vinice","Vin",,"01=0826M,",0
"31074012371",8270,"ROV 661-od Líb","Břv",,"01=0827M,",0
"31074012372",8280,"ROV 661-od Kob","Břz",,"01=0828M,",0
"31074012373",8290,"ROV 662-Břez smč","Břs",,"01=0829M,",0
"31074012374",8300,"ROV 525-ND","Nad",,"01=0830M,",0
"31074012375",8310,"ROV 570-N.B.S.DC","NbS",,"01=0831M,",0
"31074012376",8320,"ROV 680-od Laz","LaM",,"01=0832M,",0
"31074012377",8330,"ROV 681-od Mys","Mys",,"01=0833M,",0
"31074012378",8340,"ROV 669-od Hra","Hra",,"01=0834M,",0
"31074012379",8350,"ROV 675-od Spa","Spa",,"01=0835M,",0
"31074012380",8360,"ROV 690-Pod.vod.","PoV",,"01=0836M,",0
"31074012381",8370,"ROV 670-od Špej","Špj",,"01=0837M,",0
"31074012382",8380,"ROV 541-N.B.S.ZC","Nbs",,"01=0838M,",0
"31074012383",9900,"Zvláštní jízda","   ","T",,0
"31074012384",9901,"Služební jízda","   ","T",,0
"31074012385",9902,"Zkušební jízda","   ","T",,0
"31074012386",9903,"Manipul. jízda","   ","T",,0
"31074012387",9904,"Cvičná jízda","   ","T",,0
"31074012388",9905,"Přepr. invalidů","   ","T",,0
"31074012389",9906,"Technická závada","   ",,,0
"31074012390",9907,"Smluvní jízda","   ",,,0
